track_name,artist_name,album_name,track_duration,track_popularity,track_release_date,track_explicit,artist_genre,artist_popularity,artist_follower_count,artist_ranking,my_top_songs
Light That Shines,Fit For Rivals,Freak Machine,197,26,201609,1,emo,42,206120,336,0
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",196,86,201811,1,"emo rap, cloud rap",84,14942694,78,0
Coming Undone,Darling Parade,Battle Scars & Broken Hearts,176,31,201304,0,,23,10084,0,0
The Only Way (feat. Trevor Wentworth),Fear and Wonder,The Only Way (feat. Trevor Wentworth),231,37,201705,0,"post-hardcore, metalcore",24,13176,0,0
Through The Wire,Kanye West,The College Dropout,221,77,200402,1,rap,92,30242415,47,0
Take Me Too,Dead Eyes,Take Me Too,206,47,202503,0,metalcore,45,29719,441,0
The Ending,Papa Roach,Who Do You Trust?,209,55,201901,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
Awaken Love,Lacey Sturm,Kenotic Metanoia,267,43,202311,0,"christian rock, christian alternative rock",49,153400,198,0
GOLD,Destroy Rebuild Until God Shows,Destroy Rebuild,188,34,202206,0,"post-hardcore, screamo, metalcore, emo",44,143850,134,0
Two Hands,We Came As Romans,Cold Like War,233,41,201710,0,"metalcore, post-hardcore, screamo",64,918355,35,0
Sidewinder,Stand Atlantic,Sidewinder,162,41,201709,0,pop punk,56,245991,141,0
Fight Fire With Gasoline,Self Deception,You Are Only As Sick As Your Secrets,228,32,202302,1,,54,109921,359,0
filthy/RIGHTEOUS (feat. Kenta Koie of Crossfaith),Trash Boat,Heaven Can Wait,236,36,202410,0,"pop punk, emo, queercore",43,126256,410,0
Crève,Revnoir,Crève,228,37,202411,1,metalcore,39,19751,462,0
"Violin Sonata No. 27 in G Major, K. 379 (arr. A. Kniazev): I. Adagio",Alexander Kniazev,"Mozart: Violin Sonatas Nos. 18, 24, and 27 (Arr. for Cello)",841,5,200001,0,classical,33,1849,437,0
F**k The Bad Vibes,Solence,F**k The Bad Vibes,198,39,202405,1,,55,150708,493,0
Erase,ONI,Genesis,187,37,202501,0,"djent, progressive metal",37,37321,430,0
Self Control,YoungBoy Never Broke Again,AI YoungBoy 2,185,67,201910,1,,84,14190027,62,0
Déjà vu,Avril Lavigne,Love Sux,203,45,202202,0,,79,11784397,24,0
Bitemarks And Bloodstains,Finch,Say Hello To Sunshine,279,36,200501,0,"post-hardcore, screamo, emo, pop punk",48,218551,456,0
Get Up! (feat. Skrillex),Korn,The Path of Totality,222,48,201111,1,"nu metal, metal, rap metal, alternative metal",79,9133123,103,0
No Brains,Sum 41,Does This Look Infected?,166,41,200201,1,"pop punk, punk, skate punk",73,4223025,25,0
Heretic,LANDMVRKS,Déjà Vu,202,50,202209,0,"metalcore, deathcore, metal",63,291912,278,0
Follow,Martin Garrix,Sentio,221,51,202204,0,"edm, electronica, progressive house",78,15182900,240,0
DEGENERATE,STARSET,DEGENERATE,216,55,202407,0,,67,1073267,167,0
Telepathic,STARSET,Vessels,282,47,201701,0,,67,1073267,167,0
Will You Love Me When I’m Dead,Amira Elfeky,Will You Love Me When I’m Dead,193,64,202410,0,shoegaze,60,181523,496,0
"6 Pezzi, P. 44: No. 3. Notturno",Ottorino Respighi,Respighi: Piano Music,241,55,199712,0,"classical piano, classical, neoclassical",53,58009,333,0
Dreams,Rain City Drive,Rain City Drive,204,49,202207,0,"post-hardcore, metalcore",60,339114,55,0
Still D.R.E.,Dr. Dre,2001,270,86,199911,1,"old school hip hop, g-funk, gangster rap, west coast hip hop, hip hop, rap",82,14430862,131,0
Broken,Seether,Disclaimer II,258,75,200401,0,"post-grunge, alternative metal, rock",72,3715928,58,0
Beautiful Ashes,Eowyn,Beautiful Ashes,239,24,201105,0,"christian rock, christian alternative rock, chinese rock",18,20281,0,0
"Mazurka No. 36 in A Minor, Op. 59 No. 1. Moderato",Frédéric Chopin,Chopin: Mazurkas,268,45,198705,0,"classical piano, classical",75,3508605,0,0
Safe Now,Archers,Temporary High,268,32,202506,1,metalcore,53,67242,196,0
Painted In Gold,Sakoya,Painted In Gold,193,32,202211,0,,43,11006,307,0
Bury Me Alive,Breaking Benjamin,Dark Before Dawn,244,47,201506,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Cynical,Sakoya,Cynical,191,38,202307,0,,43,11006,307,0
Hesitate,Picco,Hesitate,170,58,202206,0,,45,12355,0,0
Fat Kid,NOTHING MORE,The Few Not Fleeting,157,39,200902,0,,67,545705,11,0
Cross The Globe (feat. Juice WRLD),Lil Durk,Almost Healed,124,59,202305,1,"chicago drill, drill",82,9014901,138,0
Scene Three - Stomach Tied In Knots,Sleeping With Sirens,"If You Were A Movie, This Would Be Your Soundtrack",209,54,201206,0,"emo, post-hardcore, screamo",68,2517462,5,0
And I Told Them I Invented Times New Roman,Dance Gavin Dance,Downtown Battle Mountain,288,59,200705,0,"post-hardcore, screamo, metalcore, emo, math rock",68,782178,65,0
Lemme See,Kodak Black,When I Was Dead,165,62,202311,1,,83,12041713,192,0
"Gondellied (Barcarolle) in A Major (1837): Allegretto non troppo, MWV U 136",Felix Mendelssohn,Mendelssohn: Songs without Words,150,24,197401,0,"chamber music, classical, classical piano, choral",62,574328,352,0
Shape of You,Fame on Fire,Shape of You,236,54,201701,0,,57,328599,360,0
Two Steps Apart,Reliqa,Secrets of the Future,293,26,202405,0,,36,27926,64,0
Summer Shudder,AFI,DECEMBERUNDERGROUND,186,50,200606,0,"punk, horror punk, emo, skate punk",62,971827,343,0
virus,elijah,virus,226,60,202310,0,,56,84570,420,0
Are You Bored Yet? (feat. Clairo),Wallows,Nothing Happens,178,82,201903,0,indie,73,2963397,0,0
Talk,Against The Current,Gravity,194,40,201502,1,pop punk,64,532952,12,0
HIGHER POWER,FEVER 333,DARKER WHITE,163,35,202410,0,"rap metal, rap rock",56,281387,223,0
Reinventing Your Exit,Underoath,They're Only Chasing Safety,262,60,200401,0,"post-hardcore, screamo, metalcore, emo",60,685345,207,0
"Adagio in F, H.XVII No. 9",Joseph Haydn,Haydn: 3 Piano Sonatas,337,39,198501,0,"chamber music, classical",57,648988,0,0
Broken Generation,Of Mice & Men,Restoring Force: Full Circle,221,43,201502,0,"metalcore, post-hardcore, screamo, metal",61,1354909,20,0
Arrival,Husman,Arrival,133,36,201803,0,"big room, trance",33,22652,0,0
Turn Off The Radio,A Day To Remember,Bad Vibrations (Deluxe Edition),226,39,201609,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
Concrete Closure,Rain City Drive,Concrete Closure,205,38,202409,0,"post-hardcore, metalcore",60,339114,55,0
Violent Bounce (People Like ¥øµ),I See Stars,New Demons,279,43,201310,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,0
Death Breath,Bring Me The Horizon,Suicide Season,260,42,200809,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Down,Nevertel,Deep Down,218,48,201807,0,,58,133538,275,0
Puzzle Box,Rezz,Puzzle Box,212,59,202203,0,"edm, dubstep",61,579347,560,0
Eclipse - Radio Mix,Ryos,Eclipse,195,46,201505,0,"progressive house, big room, edm",48,34861,0,0
Novocaine,Fall Out Boy,American Beauty/American Psycho,226,60,201501,0,"emo, pop punk",81,11306194,71,0
To the Light - Japanese Bonus Track,Imminence,Turn the Light On (Deluxe Edition),218,45,202011,0,"metalcore, metal, post-hardcore, deathcore",60,346999,158,0
Alone,Bullet For My Valentine,Fever,356,53,201004,0,"metalcore, metal",69,3400427,17,0
NOSE BLEED,Stand Atlantic,WAS HERE,195,52,202408,1,pop punk,56,245991,141,0
Prayers,Rain City Drive,To Better Days,195,54,202008,0,"post-hardcore, metalcore",60,339114,55,0
Gavotte (Paride ed Elena),Christoph Willibald Gluck,A Night At The Opera,236,30,199401,0,"classical, opera",54,44452,0,0
Crazy,From Ashes to New,The Future,185,54,201804,0,"rap rock, rap metal",60,589096,53,0
"Dido and Aeneas, Z. 626: When I am laid in earth, ""Dido's Lament"" (arr. L. Stokowski)",Henry Purcell,"Bach, J.S. / Purcell / Handel: Stokowski Transcriptions",263,49,200609,0,"classical, choral",54,183751,0,0
Spitfire,Attack Attack!,Disaster,184,31,202409,0,"metalcore, post-hardcore, screamo",52,274687,104,0
Blackout,Versus Me,Blackout,182,47,202306,1,metalcore,47,52368,255,0
Take Out the Gunman,Chevelle,La Gárgola,258,56,201404,0,"alternative metal, nu metal, post-grunge, hard rock",70,2037419,57,0
To a Friend,Alexisonfire,Crisis,196,47,200608,0,"post-hardcore, screamo, emo, metalcore",56,444720,379,0
Heavenly,Broadside,Into the Raging Sea,171,51,202007,0,"pop punk, emo",53,105708,0,0
ANIMAL,FEVER 333,STRENGTH IN NUMB333RS,203,40,201901,1,"rap metal, rap rock",56,281387,223,0
holding on,Nevertel,EVERYTHING IN MY MIND,220,53,202105,1,,58,133538,275,0
PIN DROP,FEVER 333,DARKER WHITE,181,35,202410,1,"rap metal, rap rock",56,281387,223,0
Dark Thoughts (feat. Danny Worsnop),The Funeral Portrait,Greetings From Suffocate City,241,40,202409,0,,54,82215,253,0
"Piano Sonata No. 10 In G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",Ludwig van Beethoven,Beethoven: The Piano Sonatas,205,26,198401,0,"classical, classical piano, chamber music",73,5626271,10,0
Fat Juicy & Wet,Sexyy Red,Fat Juicy & Wet,141,77,202501,1,,79,2136126,224,0
Castaway,Of Mice & Men,Castaway,211,39,202308,0,"metalcore, post-hardcore, screamo, metal",61,1354909,20,0
The High Road,Three Days Grace,Transit Of Venus,193,57,201210,0,"post-grunge, rock",80,6956282,37,0
With Or Without Me,SAINTE,"smile, and wave",171,25,201706,0,,21,14748,0,0
Welcome to the Show,Famous Last Words,Two-Faced Charade,209,35,201304,0,"metalcore, post-hardcore, screamo",43,126712,474,0
Run For Cover,The Killers,Wonderful Wonderful,222,64,201709,0,alternative rock,79,7846787,182,0
Born For Greatness,Papa Roach,Crooked Teeth,227,8,201705,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
Emergence,Sleep Token,Emergence,386,78,202503,0,"progressive metal, metalcore",85,2455174,123,0
Earn It,The Ghost Inside,Searching for Solace,186,48,202404,0,"metalcore, melodic hardcore, hardcore, deathcore, post-hardcore, metal",56,385473,314,0
"Consolations, S. 172: No. 5 in E Major. Andantino",Franz Liszt,Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,147,33,199201,0,"classical piano, classical",64,892893,0,0
Loser,Beck,Mellow Gold,235,76,199403,0,anti-folk,68,1679254,0,0
Suffer,Dragged Under,Upright Animals,203,37,202206,0,metalcore,43,64663,117,0
Do You Love Me?,Escape the Fate,I Am Human,186,43,201803,0,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Interconnected,Michael Parker,Interconnected,159,26,202307,0,"big room, techno",30,2531,0,0
Reverse This Curse,Escape the Fate,Dying Is Your Latest Fashion,220,53,200610,0,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Nocturne No. 6 in F Major,John Field,"Field: Piano Music, Vol. 1",308,43,199908,0,"classical, classical piano",56,26923,0,0
All Falls Down,Kanye West,The College Dropout,223,84,200402,1,rap,92,30242415,47,0
FAR AWAY,Nevertel,FAR AWAY,185,47,202311,0,,58,133538,275,0
"Piano Concerto No. 1 in C Major, Op. 11, J. 98: II. Adagio",Carl Maria von Weber,Weber: Piano Concertos Nos. 1 and 2 / Polacca Brillante,257,45,199510,0,"opera, classical",43,58227,0,0
The Glass Elevator (Walls),Crown The Empire,Limitless,175,29,201111,0,"metalcore, post-hardcore, screamo",53,563652,52,0
Sunshine!,Beartooth,Sunshine!,198,0,202304,0,"metalcore, post-hardcore",63,857719,149,0
"4 Sketches, Op. 5, JB 1:67: No. 2, Melancholy. Allegretto",Bedřich Smetana,"Smetana: Piano Works, Vol. 4",130,34,200903,0,classical,48,114839,0,0
EDM,Carta,EDM,136,48,202207,0,"big room, bass house",43,25852,0,0
New Addiction,The Haunt,New Addiction,189,51,202408,0,,53,85846,311,0
Fuck What You Heard,Body Count,Fuck What You Heard,197,28,202407,1,"rap metal, rap rock",47,322186,0,0
Watchtower,The Devil Wears Prada,Color Decay,168,49,202209,0,"metalcore, post-hardcore, screamo, deathcore, metal",59,703108,334,0
"No. 4, Largo",Frédéric Chopin,Chopin: Préludes,131,2,200802,0,"classical piano, classical",75,3508605,0,0
can't you tell,senses,can't you tell,148,34,202408,0,,48,40704,274,0
Riot,Sugarcult,Lights Out,208,37,200609,0,"pop punk, punk, emo",55,309941,171,0
Goin' Down,The Pretty Reckless,Light Me Up,215,40,201001,0,,61,1520624,92,0
Landmines,Sum 41,Heaven :x: Hell,175,63,202403,1,"pop punk, punk, skate punk",73,4223025,25,0
Say It (feat. Tove Lo),Flume,Skin,262,5,201605,1,future bass,73,2499720,0,0
Cardiac Arrest,Bad Suns,Language & Perspective,182,64,201407,0,,59,496814,0,0
Claws,The Haunt,Claws,150,49,202502,1,,53,85846,311,0
Paranoid,Crown The Empire,DOGMA,175,33,202304,0,"metalcore, post-hardcore, screamo",53,563652,52,0
I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),210,76,201103,0,pop,84,16947789,194,0
Car Radio,Twenty One Pilots,Vessel,267,73,201301,0,,86,25476443,452,0
My Real Desire,FOVOS,Feel The Rhythm EP,191,32,202210,0,"techno, hard techno",55,50252,415,0
The Weigh Down - Redux,The Amity Affliction,Let The Ocean Take Me (Redux),214,38,202409,1,"metalcore, post-hardcore, screamo",62,779101,170,0
The Chain - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),270,88,197702,0,"classic rock, yacht rock, soft rock",85,13286758,544,0
Annihilate,Will Sparks,Annihilate,165,51,202209,0,"melbourne bounce, big room, techno",61,338116,284,0
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": III. Adagio con espressione",Ludwig van Beethoven,Beethoven: The Piano Sonatas,192,26,198401,0,"classical, classical piano, chamber music",73,5626271,10,0
Escape,Eli Brown,Escape,190,57,202104,0,"techno, tech house",62,158502,0,0
All That I'm Not,Yours Truly,TOXIC,186,33,202408,0,pop punk,44,92460,60,0
Sum 2 Prove,Lil Baby,My Turn,205,76,202002,1,,88,20735216,42,0
I Like the Way,Against The Current,Past Lives,203,40,201809,0,pop punk,64,532952,12,0
Sympathy,The Goo Goo Dolls,Gutterflower,178,65,200204,0,,78,3248711,509,0
I Would Do Anything for You,Foster The People,Torches,214,63,201105,0,,74,4000655,433,0
Take Me Back,The Material,Gray States,212,20,201805,0,,33,20209,242,0
Burn,We Are The Fallen,Tear The World Down,223,32,201001,0,"gothic metal, symphonic metal, gothic rock",40,138404,557,0
Are You Ready to Live?,Dream State,Primrose Path,255,31,201910,0,"post-hardcore, metalcore",40,98507,195,0
I Hope That It’s Fatal,VOILÀ,I Hope That It’s Fatal,212,60,202503,0,,69,292953,383,0
"Keyboard Sonata in B-Flat Major, Kk. 529",Domenico Scarlatti,"Scarlatti, D.: Sonatas",150,27,199201,0,"classical piano, classical",52,161660,0,0
Only You,The Pretty Reckless,Only You,217,41,202005,0,,61,1520624,92,0
Shut Up,New Years Day,Unbreakable,211,39,201904,1,,45,294518,232,0
Push,Stand Atlantic,Sidewinder,220,35,201709,0,pop punk,56,245991,141,0
"So Good - Alex Mueller, Retrika & Sputniq Remix",Dada Life,"Blood, Sweat & Smiles (The Remixes)",146,25,202303,0,"big room, edm, electro house",49,394169,386,0
Stay With Me,You Me At Six,Hold Me Down,194,51,201001,0,pop punk,58,705412,293,0
Shine On,The Amity Affliction,Shine On,225,46,201511,0,"metalcore, post-hardcore, screamo",62,779101,170,0
About a Girl,The Academy Is...,Fast Times At Barrington High,210,57,200808,0,"emo, pop punk",46,222437,0,0
Song #3,Stone Sour,Hydrograd,256,66,201706,0,"post-grunge, alternative metal, nu metal",67,3051858,227,0
I Remember,Tristam,I Remember,236,54,201205,0,"dubstep, drumstep, edm, chillstep",51,220104,0,0
Welcome to Paradise,Green Day,Dookie,224,72,199402,0,"punk, pop punk",84,16760567,81,0
I Can Tell There Was an Accident Here Earlier,Saosin,I Can Tell There Was an Accident Here Earlier,216,56,202002,0,"post-hardcore, screamo, emo",58,532842,344,0
The Harder We Fall,First and Forever,Til Death Do Us Part,237,38,202203,0,pop punk,46,55931,98,0
Low Down,Lil Baby,My Turn (Deluxe),144,74,202005,1,,88,20735216,42,0
Architect (feat. Currents) - Re-Recorded,Miss May I,Apologies Are For The Weak (Re-Recorded 15th Anniversary Edition),246,34,202408,1,"metalcore, post-hardcore, screamo, deathcore, metal",52,522589,252,0
Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs (Special Edition),205,71,200804,1,"post-grunge, alternative metal",66,2244104,566,0
My Paper Heart,The All-American Rejects,The All-American Rejects,228,58,200210,0,"pop punk, emo",71,3024264,168,0
Love Buzz,Nirvana,Bleach,215,72,198906,0,"grunge, rock",84,22418993,63,0
Without a Whisper,Invent Animate,Heavener,257,55,202303,0,"djent, metalcore, progressive metal, deathcore, metal, post-hardcore",52,173322,0,0
Bad,Paloma,Bad,210,36,201912,0,,35,11408,402,0
The Sweet Misery,Destroy Rebuild Until God Shows,Until God Shows,186,34,202409,0,"post-hardcore, screamo, metalcore, emo",44,143850,134,0
Wasting My Youth,Rain City Drive,To Better Days,174,43,202008,0,"post-hardcore, metalcore",60,339114,55,0
"Antiche Danze Ed Arie Per Liuto (Ancient Airs And Dances), P. 114: I. Balletto Detto 'Il Conte Orlando'",Ottorino Respighi,Respighi: Piano Music,167,41,199712,0,"classical piano, classical, neoclassical",53,58009,333,0
Nascent - Live,Daedric,Mortal (Deluxe),213,19,202403,0,,45,47201,66,0
<maybe> it's my fault,WILLOW,<COPINGMECHANISM>,159,53,202210,0,,71,2898849,554,0
White Flag,Advents,White Flag,232,41,202208,0,"metalcore, djent",37,15564,0,0
Wishful Thinking,Pop Evil,What Remains,239,51,202503,0,,59,614478,370,0
New Demons,I See Stars,New Demons,281,46,201310,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,0
"Die Nacht, D. deest (Arr. Lechner/Márquez for Cello & Guitar)",Franz Schubert,Schubert: Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),143,56,201810,0,"chamber music, classical, classical piano",64,1178676,0,0
Thump Shit,42 Dugg,Last Ones Left,226,58,202204,1,,72,1479952,46,0
Panic Paralysis,Future Palace,Distortion,195,33,202409,0,metalcore,47,87625,44,0
Same Damn Life,Seether,Isolate And Medicate,199,60,201401,1,"post-grunge, alternative metal, rock",72,3715928,58,0
More to Me,Envoi,Seasons,203,22,202405,0,,36,26889,276,0
I LIKE,Tory Lanez,I LIKE,133,72,202204,1,,83,7870104,448,0
Desolation,Imminence,The Black,247,54,202404,0,"metalcore, metal, post-hardcore, deathcore",60,346999,158,0
"24 Preludes, Op. 11: No. 13 in G-Flat Major",Alexander Scriabin,"Scriabin: Preludes, Vol. 1",105,21,200002,0,"classical piano, classical",53,84097,0,0
Vore,Sleep Token,Take Me Back To Eden,339,69,202305,0,"progressive metal, metalcore",85,2455174,123,0
End of Days,Bullet For My Valentine,Scream Aim Fire,258,35,200801,0,"metalcore, metal",69,3400427,17,0
Darkest Hour,Memory of a Melody,Things That Make You Scream,227,42,201109,0,,41,25216,364,0
Cursed,Rain City Drive,To Better Days,188,48,202008,0,"post-hardcore, metalcore",60,339114,55,0
act ii: date @ 8,4batz,u made me a st4r,113,66,202405,1,,65,652997,0,0
239,Shallowsky,239,217,33,202203,0,metalcore,43,13826,173,0
'Round Midnight,Battista Lena,'Round Midnight,270,35,202105,0,jazz,26,1647,0,0
Welcome To The Family,A Day To Remember,Homesick,179,51,200902,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
Reminded,Drowning Pool,Sinner,204,53,200101,0,"nu metal, alternative metal, rap metal, metal",66,2336398,326,0
LOST!,Nerv,LOST!,198,46,202501,0,metalcore,54,59782,292,0
I Don't Care If You're Contagious,Pierce The Veil,Selfish Machines,204,60,201006,0,"emo, screamo, post-hardcore",77,3583033,4,0
11 Minutes,Wars,11 Minutes,197,33,201904,1,"metalcore, post-hardcore",19,9307,0,0
Electric Forest,I See Stars,Digital Renegade,266,42,201203,1,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,0
Prada (feat. D-Block Europe & Hypaton) - David Guetta & Hypaton Remix,cassö,Prada (feat. D-Block Europe & Hypaton) [David Guetta & Hypaton Remix],172,54,202310,1,hypertechno,67,86417,0,0
She's Kerosene,The Interrupters,Fight the Good Fight,170,64,201806,0,"ska punk, ska, punk, skate punk",56,388254,0,0
From the Inside,Linkin Park,Meteora,175,63,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
FOR FUN,Lil Uzi Vert,RED & WHITE,188,70,202207,1,melodic rap,85,18900158,41,0
Kold,Swallow The Sun,Shining,227,28,202410,0,"doom metal, melodic death metal, gothic metal, sludge metal, drone metal, progressive metal",42,158603,0,0
CRUSH!,Saint Slumber,CRUSH!,141,30,202404,0,,35,8213,0,0
NEVEREVER,Destroy Lonely,NS+ (ULTRA),144,67,202211,1,rage rap,74,1599484,388,0
Tightrope,Awaken I Am,Tightrope,198,46,202308,0,"post-hardcore, metalcore",52,75689,318,0
Magic Square,Lake Malice,Magic Square,187,32,202205,0,,33,12858,250,0
Sold My Soul,The Used,Artwork (Deluxe Edition),252,22,200908,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
Bleed Into Me,Trivium,What The Dead Men Say,228,43,202004,0,"metalcore, metal, heavy metal",63,1673528,67,0
Way Away,Yellowcard,Ocean Avenue,202,63,200301,0,"pop punk, punk, emo",66,1608091,111,0
The Weigh Down,The Amity Affliction,Let the Ocean Take Me,211,52,201406,1,"metalcore, post-hardcore, screamo",62,779101,170,0
"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,"Benjamin Grosvenor: Chopin, Liszt, Ravel",241,57,201101,0,"classical piano, classical",75,3508605,0,0
Coming Home,Leon Bridges,Coming Home (Deluxe),206,79,201506,0,retro soul,76,1856677,0,0
Sorry About Your Parents,Icon For Hire,Icon for Hire,197,43,201310,0,christian rock,51,356148,22,0
Disasterology,Pierce The Veil,Selfish Machines,206,60,201006,0,"emo, screamo, post-hardcore",77,3583033,4,0
Demons,Against The Current,In Our Bones,203,36,201605,0,pop punk,64,532952,12,0
hair out,Stand Atlantic,f.e.a.r.,160,47,202205,1,pop punk,56,245991,141,0
Under Fire,Miss May I,Shadows Inside,197,51,201706,0,"metalcore, post-hardcore, screamo, deathcore, metal",52,522589,252,0
MELTDOWN (feat. Drake),Travis Scott,UTOPIA,246,78,202307,1,rap,93,39229802,199,0
No Problem,DJ Blyatman,No Problem,175,20,202008,1,,52,247293,406,0
u turn me on (but u give me depression),LØLØ,falling for robots and wishing i was one,147,61,202406,1,,54,123093,0,0
Sold My Soul,The Used,Artwork,252,36,200908,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
SEX ON THE BEACH,Stand Atlantic,WAS HERE (DELUXE),190,36,202505,1,pop punk,56,245991,141,0
Mobbin' Out,I See Stars,Treehouse,295,42,201606,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,0
Studying Politics,Emery,The Question,210,48,200501,0,"post-hardcore, screamo, christian rock, emo, christian alternative rock",47,146772,0,0
"Keyboard Sonata No. 53 in E Minor, Hob.XVI:34: III. Vivace molto",Joseph Haydn,Haydn: Piano Sonatas Nos. 53-56 and 58 / Un Piccolo Divertimento,204,26,199403,0,"chamber music, classical",57,648988,0,0
The Attendant,Make Them Suffer,How To Survive A Funeral,273,46,202006,0,"deathcore, metalcore, djent, metal",57,333245,205,0
Beautiful,10 Years,Division,195,56,200801,0,"post-grunge, alternative metal",59,710585,105,0
Curse My Name,Dal Av,Curse My Name,109,39,202402,1,"deathcore, metalcore",53,62823,413,0
Give Me A Sign,Breaking Benjamin,Dear Agony,257,61,200901,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Over,Drake,Thank Me Later,233,72,201001,1,rap,98,99395931,26,0
Do you really wanna know?,NOVELISTS,Déjà Vu,236,36,202209,1,"djent, metalcore, progressive metal, post-hardcore, metal",53,129115,302,0
"48 Esquisses, Op. 63, Book 1: No. 1, La vision",Charles-Valentin Alkan,"Alkan: Esquisses (49 Sketches), Op. 63",175,40,200303,0,classical piano,40,17787,0,0
Not My Night,Fairlane,Not My Night,202,45,202402,1,"melodic bass, future bass, edm",49,40009,0,0
If We Go Down,First and Forever,If We Go Down,170,45,202306,0,pop punk,46,55931,98,0
Great Love,Flyleaf,New Horizons,220,46,201201,0,"christian rock, christian alternative rock, emo",64,1415610,15,0
Split Personality,Hot Milk,I JUST WANNA KNOW WHAT HAPPENS WHEN I'M DEAD - EP,219,42,202109,0,pop punk,53,153026,256,0
Weekend (feat. Miguel),Mac Miller,GO:OD AM,208,79,201509,1,,84,11874730,32,0
Set Me Free,The Amity Affliction,Misery,210,52,201808,0,"metalcore, post-hardcore, screamo",62,779101,170,0
Three Simple Words,Finch,What It Is To Burn,278,34,200201,0,"post-hardcore, screamo, emo, pop punk",48,218551,456,0
FRENEMIES,Stand Atlantic,FRENEMIES,190,0,202408,0,pop punk,56,245991,141,0
Somebody Else's Face,The Home Team,The Crucible Of Life,184,57,202407,1,pop punk,63,165970,181,0
Kill EVERYBODY,Skrillex,Scary Monsters and Nice Sprites EP,297,55,201012,0,"dubstep, edm, electro, electronic",78,7696898,85,0
I Can't Bend,Glasslands,The Deep,226,41,202204,0,"christian rock, metalcore, post-hardcore",33,30548,0,0
SOMETHING IN THE WATER,Kami Kehoe,REVIVED,203,53,202410,0,,55,173573,506,0
Mind Of Mine,Lø Spirit,Mind Of Mine,164,61,202205,1,melodic bass,59,172887,290,0
"13 Pieces, Op. 76: No. 7 Affettuoso",Jean Sibelius,"Sibelius: Piano Music, Vol. 4",81,20,200306,0,"classical, orchestra",57,268482,0,0
Straight Outta Compton,N.W.A.,Straight Outta Compton,258,73,198808,1,"old school hip hop, gangster rap, west coast hip hop, hip hop, rap, g-funk",67,6484687,454,0
Werewolf: Synthwave Edition,Motionless In White,Werewolf: Synthwave Edition (Instrumental),211,29,202303,0,"metalcore, metal, screamo",70,1910079,2,0
"Lieder ohne Worte I, Op. 19b: II. Andante espressivo, MWV U80",Felix Mendelssohn,Mendelssohn: Songs without Words,139,36,197401,0,"chamber music, classical, classical piano, choral",62,574328,352,0
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,EDM Hits,205,62,202004,0,edm,70,987792,0,0
Off The Grid,Kanye West,Donda,339,70,202108,0,rap,92,30242415,47,0
Breaking Down,ENMY,Breaking Down (Deluxe),217,41,202402,0,metalcore,48,37410,77,0
Alleviate,Imminence,Heaven in Hiding,267,50,202111,0,"metalcore, metal, post-hardcore, deathcore",60,346999,158,0
God is in the Rain,Atlas : Empire,Everything is Temporary,319,2,202303,0,,10,493,0,0
Sun Is Dark,WILL K,Sun Is Dark,158,65,202203,0,bass house,51,32122,0,0
Suite pastorale: III. Sous-bois,Emmanuel Chabrier,Chabrier: España; Suite pastorale,274,24,199601,0,,30,5974,0,0
It's Dangerous Business Walking Out Your Front Door,Underoath,They're Only Chasing Safety,238,56,200401,0,"post-hardcore, screamo, metalcore, emo",60,685345,207,0
Find Yourself,John O'Callaghan,Armada Collected: John O'Callaghan,151,51,201508,0,"trance, progressive trance",48,106520,0,0
Paper Wings,Rise Against,Siren Song Of The Counter-Culture,223,53,200401,0,"punk, hardcore punk",73,2894836,68,0
Skeleton,Set It Off,Elsewhere,203,50,202203,0,,66,1096575,152,0
